itunes-1234665569	Shakira	Chantaje (feat. Maluma)	Pop Latino	2016	["pop","latin"]
itunes-1660098823	Bizarrap & Shakira	Shakira: Bzrp Music Sessions, Vol. 53/66	Latin	2023	["latin"]
itunes-193662184	Shakira	Antología	Latin	1995	["latin"]
itunes-1234665572	Shakira	Perro Fiel (feat. Nicky Jam)	Pop Latino	2017	["pop","latin"]
itunes-1466700569	DJ Snake & J Balvin	Loco Contigo (feat. Tyga)	Urbano latino	2019	["latin","hiphop"]
itunes-1489407679	Ozuna, Diddy & DJ Snake	Eres Top	Urbano latino	2019	["latin","hiphop"]
itunes-1449106558	Daddy Yankee	Con Calma (feat. Snow)	Urbano latino	2018	["latin","hiphop"]
itunes-1444855250	Daddy Yankee	Dura	Urbano latino	2018	["latin","hiphop"]
itunes-1786000124	Daddy Yankee	Gasolina	Urbano latino	2004	["latin","hiphop"]
itunes-716604404	Daddy Yankee	Limbo	Urbano latino	2012	["latin","hiphop"]
itunes-1786000517	Daddy Yankee	Ella Me Levantó	Urbano latino	2007	["latin","hiphop"]
itunes-1445023261	Daddy Yankee	La Rompe Corazones (feat. Ozuna)	Urbano latino	2005	["latin","hiphop"]
itunes-1445050456	Daddy Yankee	Shaky Shaky	Urbano latino	2016	["latin","hiphop"]
itunes-1786000119	Daddy Yankee	No Me Dejes Solo (feat. Wisin & Yandel)	Urbano latino	2004	["latin","hiphop"]
itunes-1786000222	Daddy Yankee	Tu Príncipe (feat. Zion & Lennox)	Urbano latino	2004	["latin","hiphop"]
itunes-1786000220	Daddy Yankee	Lo Que Pasó, Pasó	Urbano latino	2004	["latin","hiphop"]
itunes-1786000558	Daddy Yankee	Llamado de Emergencia	Urbano latino	2008	["latin","hiphop"]
itunes-1473307010	Anuel AA, Daddy Yankee & KAROL G	China (feat. J Balvin & Ozuna)	Urbano latino	2019	["latin","hiphop"]
itunes-1460707404	Ozuna, Daddy Yankee & J Balvin	Baila Baila Baila (feat. Daddy Yankee, J Balvin, Farruko & Anuel AA) [Remix]	Urbano latino	2019	["latin","hiphop"]
itunes-1786000557	Daddy Yankee	Pose	Urbano latino	2008	["latin","hiphop"]
itunes-1786242484	Daddy Yankee	La Despedida	Urbano latino	2010	["latin","hiphop"]
itunes-1258805162	Romeo Santos, Daddy Yankee & Nicky Jam	Bella y Sensual	Música tropical	2017	["latin"]
itunes-1670245875	KAROL G	PROVENZA	Urbano latino	2022	["latin","hiphop"]
itunes-1014325895	Daddy Yankee	Lovumba	Pop Latino	2011	["pop","latin"]
itunes-1460193675	KAROL G & J Balvin	Mi Cama (feat. Nicky Jam) [Remix]	Urbano latino	2019	["latin","hiphop"]
itunes-6796864754	KAROL G, Judeline & rusowsky	BbY WOW	Urbano latino	2026	["latin","hiphop"]
itunes-1752031539	KAROL G	Si Antes Te Hubiera Conocido	Latin	2024	["latin"]
itunes-6796864752	KAROL G	Si lo ven	Pop Latino	2026	["pop","latin"]
itunes-6796864749	KAROL G	Alguien que te amaba	Música tropical	2026	["latin"]
itunes-1460193258	KAROL G	Ocean	Urbano latino	2019	["latin","hiphop"]
itunes-6796864744	KAROL G	Maybe	Urbano latino	2026	["latin","hiphop"]
itunes-6796864751	KAROL G	For u My lova	Urbano latino	2026	["latin","hiphop"]
itunes-1819544646	KAROL G & Marco Antonio Solís	Coleccionando Heridas	Latin	2025	["latin"]
itunes-1449291388	Anuel AA & KAROL G	Secreto	Urbano latino	2019	["latin","hiphop"]
itunes-1699662669	KAROL G	MI EX TENÍA RAZÓN	Latin	2023	["latin"]
itunes-1560071629	KAROL G & Mariah Angeliq	EL MAKINÓN	Urbano latino	2021	["latin","hiphop"]
itunes-1560071631	KAROL G	200 COPAS	Urbano latino	2021	["latin","hiphop"]
itunes-6796864757	KAROL G & Greg Gonzalez	Después de ti	Latin	2026	["latin"]
itunes-1641737869	KAROL G & Maldy	GATÚBELA	Urbano latino	2022	["latin","hiphop"]
itunes-1460193589	KAROL G & Anuel AA	Culpables	Urbano latino	2018	["latin","hiphop"]
itunes-1607918366	ROSALÍA	CANDY	Pop Latino	2022	["pop","latin"]
itunes-1646740393	Wisin & Yandel & ROSALÍA	Besos Moja2	Urbano latino	2022	["latin","hiphop"]
itunes-1607918720	ROSALÍA	MOTOMAMI	Pop Latino	2022	["pop","latin"]
itunes-1607918597	ROSALÍA & The Weeknd	LA FAMA	Pop Latino	2021	["pop","latin"]
